 'tryton/binutils/2.34' load complete.
 'tryton/compiler/gcc/7.4' load complete.
 'tryton/python3/3.5.6' load complete.

Loading tryton/python3/3.5.6
  Loading requirement: tryton/binutils/2.34 tryton/compiler/gcc/7.4
iter.      J_T    ∫gₐ(t)dt          J       ΔJ_T         ΔJ  secs
4131  5.39e-02    2.65e-06   5.39e-02  -7.62e-06  -4.98e-06    13
4132  5.39e-02    2.64e-06   5.39e-02  -7.62e-06  -4.98e-06    13
4133  5.39e-02    2.64e-06   5.39e-02  -7.62e-06  -4.97e-06    13
4134  5.39e-02    2.64e-06   5.39e-02  -7.61e-06  -4.97e-06    13
4135  5.39e-02    2.64e-06   5.39e-02  -7.61e-06  -4.97e-06    13
4136  5.39e-02    2.64e-06   5.39e-02  -7.60e-06  -4.97e-06    13
4137  5.39e-02    2.64e-06   5.39e-02  -7.60e-06  -4.96e-06    13
4138  5.39e-02    2.64e-06   5.39e-02  -7.60e-06  -4.96e-06    13
4139  5.39e-02    2.63e-06   5.39e-02  -7.59e-06  -4.96e-06    13
4140  5.39e-02    2.63e-06   5.39e-02  -7.59e-06  -4.96e-06    13
4141  5.39e-02    2.63e-06   5.39e-02  -7.58e-06  -4.95e-06    13
4142  5.38e-02    2.63e-06   5.38e-02  -7.58e-06  -4.95e-06    13
4143  5.38e-02    2.63e-06   5.38e-02  -7.58e-06  -4.95e-06    13
4144  5.38e-02    2.63e-06   5.38e-02  -7.57e-06  -4.95e-06    13
4145  5.38e-02    2.63e-06   5.38e-02  -7.57e-06  -4.94e-06    13
4146  5.38e-02    2.62e-06   5.38e-02  -7.56e-06  -4.94e-06    13
4147  5.38e-02    2.62e-06   5.38e-02  -7.56e-06  -4.94e-06    13
4148  5.38e-02    2.62e-06   5.38e-02  -7.56e-06  -4.94e-06    13
4149  5.38e-02    2.62e-06   5.38e-02  -7.55e-06  -4.93e-06    13
4150  5.38e-02    2.62e-06   5.38e-02  -7.55e-06  -4.93e-06    13
4151  5.38e-02    2.62e-06   5.38e-02  -7.54e-06  -4.93e-06    13
4152  5.38e-02    2.62e-06   5.38e-02  -7.54e-06  -4.93e-06    13
4153  5.38e-02    2.61e-06   5.38e-02  -7.54e-06  -4.92e-06    13
4154  5.38e-02    2.61e-06   5.38e-02  -7.53e-06  -4.92e-06    13
4155  5.37e-02    2.61e-06   5.37e-02  -7.53e-06  -4.92e-06    13
4156  5.37e-02    2.61e-06   5.37e-02  -7.53e-06  -4.92e-06    13
4157  5.37e-02    2.61e-06   5.37e-02  -7.52e-06  -4.91e-06    13
4158  5.37e-02    2.61e-06   5.37e-02  -7.52e-06  -4.91e-06    13
4159  5.37e-02    2.60e-06   5.37e-02  -7.51e-06  -4.91e-06    13
4160  5.37e-02    2.60e-06   5.37e-02  -7.51e-06  -4.91e-06    13
4161  5.37e-02    2.60e-06   5.37e-02  -7.51e-06  -4.90e-06    13
4162  5.37e-02    2.60e-06   5.37e-02  -7.50e-06  -4.90e-06    13
4163  5.37e-02    2.60e-06   5.37e-02  -7.50e-06  -4.90e-06    13
4164  5.37e-02    2.60e-06   5.37e-02  -7.49e-06  -4.90e-06    13
4165  5.37e-02    2.60e-06   5.37e-02  -7.49e-06  -4.89e-06    13
4166  5.37e-02    2.59e-06   5.37e-02  -7.49e-06  -4.89e-06    13
4167  5.37e-02    2.59e-06   5.37e-02  -7.48e-06  -4.89e-06    13
4168  5.36e-02    2.59e-06   5.37e-02  -7.48e-06  -4.89e-06    13
4169  5.36e-02    2.59e-06   5.36e-02  -7.47e-06  -4.88e-06    13
4170  5.36e-02    2.59e-06   5.36e-02  -7.47e-06  -4.88e-06    13
4171  5.36e-02    2.59e-06   5.36e-02  -7.47e-06  -4.88e-06    13
4172  5.36e-02    2.59e-06   5.36e-02  -7.46e-06  -4.88e-06    13
4173  5.36e-02    2.59e-06   5.36e-02  -7.46e-06  -4.87e-06    13
4174  5.36e-02    2.58e-06   5.36e-02  -7.45e-06  -4.87e-06    13
4175  5.36e-02    2.58e-06   5.36e-02  -7.45e-06  -4.87e-06    13
4176  5.36e-02    2.58e-06   5.36e-02  -7.45e-06  -4.87e-06    13
4177  5.36e-02    2.58e-06   5.36e-02  -7.44e-06  -4.86e-06    13
4178  5.36e-02    2.58e-06   5.36e-02  -7.44e-06  -4.86e-06    13
4179  5.36e-02    2.58e-06   5.36e-02  -7.44e-06  -4.86e-06    13
4180  5.36e-02    2.58e-06   5.36e-02  -7.43e-06  -4.86e-06    13
4181  5.36e-02    2.57e-06   5.36e-02  -7.43e-06  -4.85e-06    13
4182  5.35e-02    2.57e-06   5.35e-02  -7.42e-06  -4.85e-06    13
4183  5.35e-02    2.57e-06   5.35e-02  -7.42e-06  -4.85e-06    13
4184  5.35e-02    2.57e-06   5.35e-02  -7.42e-06  -4.85e-06    13
4185  5.35e-02    2.57e-06   5.35e-02  -7.41e-06  -4.84e-06    13
4186  5.35e-02    2.57e-06   5.35e-02  -7.41e-06  -4.84e-06    13
4187  5.35e-02    2.57e-06   5.35e-02  -7.40e-06  -4.84e-06    13
4188  5.35e-02    2.56e-06   5.35e-02  -7.40e-06  -4.84e-06    13
4189  5.35e-02    2.56e-06   5.35e-02  -7.40e-06  -4.83e-06    13
4190  5.35e-02    2.56e-06   5.35e-02  -7.39e-06  -4.83e-06    13
4191  5.35e-02    2.56e-06   5.35e-02  -7.39e-06  -4.83e-06    13
4192  5.35e-02    2.56e-06   5.35e-02  -7.39e-06  -4.83e-06    13
4193  5.35e-02    2.56e-06   5.35e-02  -7.38e-06  -4.82e-06    13
4194  5.35e-02    2.56e-06   5.35e-02  -7.38e-06  -4.82e-06    13
4195  5.34e-02    2.55e-06   5.35e-02  -7.37e-06  -4.82e-06    13
4196  5.34e-02    2.55e-06   5.34e-02  -7.37e-06  -4.82e-06    13
4197  5.34e-02    2.55e-06   5.34e-02  -7.37e-06  -4.81e-06    13
4198  5.34e-02    2.55e-06   5.34e-02  -7.36e-06  -4.81e-06    13
4199  5.34e-02    2.55e-06   5.34e-02  -7.36e-06  -4.81e-06    13
4200  5.34e-02    2.55e-06   5.34e-02  -7.35e-06  -4.81e-06    13
4201  5.34e-02    2.55e-06   5.34e-02  -7.35e-06  -4.80e-06    13
4202  5.34e-02    2.54e-06   5.34e-02  -7.35e-06  -4.80e-06    13
4203  5.34e-02    2.54e-06   5.34e-02  -7.34e-06  -4.80e-06    13
4204  5.34e-02    2.54e-06   5.34e-02  -7.34e-06  -4.80e-06    13
4205  5.34e-02    2.54e-06   5.34e-02  -7.34e-06  -4.80e-06    13
4206  5.34e-02    2.54e-06   5.34e-02  -7.33e-06  -4.79e-06    13
4207  5.34e-02    2.54e-06   5.34e-02  -7.33e-06  -4.79e-06    13
4208  5.34e-02    2.54e-06   5.34e-02  -7.32e-06  -4.79e-06    13
4209  5.33e-02    2.54e-06   5.33e-02  -7.32e-06  -4.79e-06    13
4210  5.33e-02    2.53e-06   5.33e-02  -7.32e-06  -4.78e-06    13
4211  5.33e-02    2.53e-06   5.33e-02  -7.31e-06  -4.78e-06    13
4212  5.33e-02    2.53e-06   5.33e-02  -7.31e-06  -4.78e-06    13
4213  5.33e-02    2.53e-06   5.33e-02  -7.31e-06  -4.78e-06    13
4214  5.33e-02    2.53e-06   5.33e-02  -7.30e-06  -4.77e-06    13
4215  5.33e-02    2.53e-06   5.33e-02  -7.30e-06  -4.77e-06    13
4216  5.33e-02    2.53e-06   5.33e-02  -7.29e-06  -4.77e-06    13
4217  5.33e-02    2.52e-06   5.33e-02  -7.29e-06  -4.77e-06    13
4218  5.33e-02    2.52e-06   5.33e-02  -7.29e-06  -4.76e-06    13
4219  5.33e-02    2.52e-06   5.33e-02  -7.28e-06  -4.76e-06    13
4220  5.33e-02    2.52e-06   5.33e-02  -7.28e-06  -4.76e-06    13
4221  5.33e-02    2.52e-06   5.33e-02  -7.28e-06  -4.76e-06    13
4222  5.33e-02    2.52e-06   5.33e-02  -7.27e-06  -4.75e-06    13
4223  5.32e-02    2.52e-06   5.32e-02  -7.27e-06  -4.75e-06    13
4224  5.32e-02    2.51e-06   5.32e-02  -7.26e-06  -4.75e-06    13
4225  5.32e-02    2.51e-06   5.32e-02  -7.26e-06  -4.75e-06    13
4226  5.32e-02    2.51e-06   5.32e-02  -7.26e-06  -4.75e-06    13
4227  5.32e-02    2.51e-06   5.32e-02  -7.25e-06  -4.74e-06    13
4228  5.32e-02    2.51e-06   5.32e-02  -7.25e-06  -4.74e-06    13
4229  5.32e-02    2.51e-06   5.32e-02  -7.25e-06  -4.74e-06    13
4230  5.32e-02    2.51e-06   5.32e-02  -7.24e-06  -4.74e-06    13
4231  5.32e-02    2.51e-06   5.32e-02  -7.24e-06  -4.73e-06    13
4232  5.32e-02    2.50e-06   5.32e-02  -7.24e-06  -4.73e-06    13
4233  5.32e-02    2.50e-06   5.32e-02  -7.23e-06  -4.73e-06    13
4234  5.32e-02    2.50e-06   5.32e-02  -7.23e-06  -4.73e-06    13
4235  5.32e-02    2.50e-06   5.32e-02  -7.22e-06  -4.72e-06    13
4236  5.31e-02    2.50e-06   5.32e-02  -7.22e-06  -4.72e-06    13
4237  5.31e-02    2.50e-06   5.31e-02  -7.22e-06  -4.72e-06    13
4238  5.31e-02    2.50e-06   5.31e-02  -7.21e-06  -4.72e-06    13
4239  5.31e-02    2.49e-06   5.31e-02  -7.21e-06  -4.71e-06    13
4240  5.31e-02    2.49e-06   5.31e-02  -7.21e-06  -4.71e-06    13
4241  5.31e-02    2.49e-06   5.31e-02  -7.20e-06  -4.71e-06    13
4242  5.31e-02    2.49e-06   5.31e-02  -7.20e-06  -4.71e-06    13
4243  5.31e-02    2.49e-06   5.31e-02  -7.19e-06  -4.71e-06    13
4244  5.31e-02    2.49e-06   5.31e-02  -7.19e-06  -4.70e-06    13
4245  5.31e-02    2.49e-06   5.31e-02  -7.19e-06  -4.70e-06    13
4246  5.31e-02    2.49e-06   5.31e-02  -7.18e-06  -4.70e-06    13
4247  5.31e-02    2.48e-06   5.31e-02  -7.18e-06  -4.70e-06    13
4248  5.31e-02    2.48e-06   5.31e-02  -7.18e-06  -4.69e-06    13
4249  5.31e-02    2.48e-06   5.31e-02  -7.17e-06  -4.69e-06    13
4250  5.30e-02    2.48e-06   5.31e-02  -7.17e-06  -4.69e-06    13
4251  5.30e-02    2.48e-06   5.30e-02  -7.17e-06  -4.69e-06    13
4252  5.30e-02    2.48e-06   5.30e-02  -7.16e-06  -4.68e-06    13
4253  5.30e-02    2.48e-06   5.30e-02  -7.16e-06  -4.68e-06    13
4254  5.30e-02    2.47e-06   5.30e-02  -7.15e-06  -4.68e-06    13
4255  5.30e-02    2.47e-06   5.30e-02  -7.15e-06  -4.68e-06    13
4256  5.30e-02    2.47e-06   5.30e-02  -7.15e-06  -4.68e-06    13
4257  5.30e-02    2.47e-06   5.30e-02  -7.14e-06  -4.67e-06    13
4258  5.30e-02    2.47e-06   5.30e-02  -7.14e-06  -4.67e-06    13
4259  5.30e-02    2.47e-06   5.30e-02  -7.14e-06  -4.67e-06    13
4260  5.30e-02    2.47e-06   5.30e-02  -7.13e-06  -4.67e-06    13
4261  5.30e-02    2.47e-06   5.30e-02  -7.13e-06  -4.66e-06    13
4262  5.30e-02    2.46e-06   5.30e-02  -7.13e-06  -4.66e-06    13
4263  5.30e-02    2.46e-06   5.30e-02  -7.12e-06  -4.66e-06    13
4264  5.29e-02    2.46e-06   5.30e-02  -7.12e-06  -4.66e-06    13
4265  5.29e-02    2.46e-06   5.29e-02  -7.12e-06  -4.65e-06    13
4266  5.29e-02    2.46e-06   5.29e-02  -7.11e-06  -4.65e-06    13
4267  5.29e-02    2.46e-06   5.29e-02  -7.11e-06  -4.65e-06    13
4268  5.29e-02    2.46e-06   5.29e-02  -7.10e-06  -4.65e-06    13
4269  5.29e-02    2.46e-06   5.29e-02  -7.10e-06  -4.65e-06    13
4270  5.29e-02    2.45e-06   5.29e-02  -7.10e-06  -4.64e-06    13
4271  5.29e-02    2.45e-06   5.29e-02  -7.09e-06  -4.64e-06    13
4272  5.29e-02    2.45e-06   5.29e-02  -7.09e-06  -4.64e-06    13
4273  5.29e-02    2.45e-06   5.29e-02  -7.09e-06  -4.64e-06    13
4274  5.29e-02    2.45e-06   5.29e-02  -7.08e-06  -4.63e-06    13
4275  5.29e-02    2.45e-06   5.29e-02  -7.08e-06  -4.63e-06    13
4276  5.29e-02    2.45e-06   5.29e-02  -7.08e-06  -4.63e-06    13
4277  5.29e-02    2.44e-06   5.29e-02  -7.07e-06  -4.63e-06    13
4278  5.28e-02    2.44e-06   5.29e-02  -7.07e-06  -4.63e-06    13
4279  5.28e-02    2.44e-06   5.28e-02  -7.07e-06  -4.62e-06    13
4280  5.28e-02    2.44e-06   5.28e-02  -7.06e-06  -4.62e-06    13
4281  5.28e-02    2.44e-06   5.28e-02  -7.06e-06  -4.62e-06    13
4282  5.28e-02    2.44e-06   5.28e-02  -7.05e-06  -4.62e-06    13
4283  5.28e-02    2.44e-06   5.28e-02  -7.05e-06  -4.61e-06    13
4284  5.28e-02    2.44e-06   5.28e-02  -7.05e-06  -4.61e-06    13
4285  5.28e-02    2.43e-06   5.28e-02  -7.04e-06  -4.61e-06    13
4286  5.28e-02    2.43e-06   5.28e-02  -7.04e-06  -4.61e-06    13
4287  5.28e-02    2.43e-06   5.28e-02  -7.04e-06  -4.60e-06    13
4288  5.28e-02    2.43e-06   5.28e-02  -7.03e-06  -4.60e-06    13
4289  5.28e-02    2.43e-06   5.28e-02  -7.03e-06  -4.60e-06    13
4290  5.28e-02    2.43e-06   5.28e-02  -7.03e-06  -4.60e-06    13
4291  5.28e-02    2.43e-06   5.28e-02  -7.02e-06  -4.60e-06    13
4292  5.28e-02    2.43e-06   5.28e-02  -7.02e-06  -4.59e-06    13
4293  5.27e-02    2.42e-06   5.27e-02  -7.02e-06  -4.59e-06    13
4294  5.27e-02    2.42e-06   5.27e-02  -7.01e-06  -4.59e-06    13
4295  5.27e-02    2.42e-06   5.27e-02  -7.01e-06  -4.59e-06    13
4296  5.27e-02    2.42e-06   5.27e-02  -7.01e-06  -4.58e-06    13
4297  5.27e-02    2.42e-06   5.27e-02  -7.00e-06  -4.58e-06    13
4298  5.27e-02    2.42e-06   5.27e-02  -7.00e-06  -4.58e-06    13
4299  5.27e-02    2.42e-06   5.27e-02  -6.99e-06  -4.58e-06    13
4300  5.27e-02    2.42e-06   5.27e-02  -6.99e-06  -4.58e-06    13
4301  5.27e-02    2.41e-06   5.27e-02  -6.99e-06  -4.57e-06    13
4302  5.27e-02    2.41e-06   5.27e-02  -6.98e-06  -4.57e-06    13
4303  5.27e-02    2.41e-06   5.27e-02  -6.98e-06  -4.57e-06    13
4304  5.27e-02    2.41e-06   5.27e-02  -6.98e-06  -4.57e-06    13
4305  5.27e-02    2.41e-06   5.27e-02  -6.97e-06  -4.56e-06    13
4306  5.27e-02    2.41e-06   5.27e-02  -6.97e-06  -4.56e-06    13
4307  5.26e-02    2.41e-06   5.26e-02  -6.97e-06  -4.56e-06    13
4308  5.26e-02    2.41e-06   5.26e-02  -6.96e-06  -4.56e-06    13
4309  5.26e-02    2.40e-06   5.26e-02  -6.96e-06  -4.56e-06    13
4310  5.26e-02    2.40e-06   5.26e-02  -6.96e-06  -4.55e-06    13
4311  5.26e-02    2.40e-06   5.26e-02  -6.95e-06  -4.55e-06    13
4312  5.26e-02    2.40e-06   5.26e-02  -6.95e-06  -4.55e-06    13
4313  5.26e-02    2.40e-06   5.26e-02  -6.95e-06  -4.55e-06    13
4314  5.26e-02    2.40e-06   5.26e-02  -6.94e-06  -4.54e-06    13
4315  5.26e-02    2.40e-06   5.26e-02  -6.94e-06  -4.54e-06    13
4316  5.26e-02    2.40e-06   5.26e-02  -6.94e-06  -4.54e-06    13
4317  5.26e-02    2.39e-06   5.26e-02  -6.93e-06  -4.54e-06    13
4318  5.26e-02    2.39e-06   5.26e-02  -6.93e-06  -4.54e-06    13
4319  5.26e-02    2.39e-06   5.26e-02  -6.93e-06  -4.53e-06    13
4320  5.26e-02    2.39e-06   5.26e-02  -6.92e-06  -4.53e-06    13
4321  5.25e-02    2.39e-06   5.26e-02  -6.92e-06  -4.53e-06    13
4322  5.25e-02    2.39e-06   5.25e-02  -6.92e-06  -4.53e-06    13
4323  5.25e-02    2.39e-06   5.25e-02  -6.91e-06  -4.53e-06    13
4324  5.25e-02    2.39e-06   5.25e-02  -6.91e-06  -4.52e-06    13
4325  5.25e-02    2.38e-06   5.25e-02  -6.91e-06  -4.52e-06    13
4326  5.25e-02    2.38e-06   5.25e-02  -6.90e-06  -4.52e-06    13
4327  5.25e-02    2.38e-06   5.25e-02  -6.90e-06  -4.52e-06    13
4328  5.25e-02    2.38e-06   5.25e-02  -6.90e-06  -4.51e-06    13
4329  5.25e-02    2.38e-06   5.25e-02  -6.89e-06  -4.51e-06    13
4330  5.25e-02    2.38e-06   5.25e-02  -6.89e-06  -4.51e-06    13
4331  5.25e-02    2.38e-06   5.25e-02  -6.88e-06  -4.51e-06    13
4332  5.25e-02    2.38e-06   5.25e-02  -6.88e-06  -4.51e-06    13
4333  5.25e-02    2.37e-06   5.25e-02  -6.88e-06  -4.50e-06    13
4334  5.25e-02    2.37e-06   5.25e-02  -6.87e-06  -4.50e-06    13
4335  5.25e-02    2.37e-06   5.25e-02  -6.87e-06  -4.50e-06    13
4336  5.24e-02    2.37e-06   5.24e-02  -6.87e-06  -4.50e-06    13
4337  5.24e-02    2.37e-06   5.24e-02  -6.86e-06  -4.49e-06    13
4338  5.24e-02    2.37e-06   5.24e-02  -6.86e-06  -4.49e-06    13
4339  5.24e-02    2.37e-06   5.24e-02  -6.86e-06  -4.49e-06    13
4340  5.24e-02    2.37e-06   5.24e-02  -6.85e-06  -4.49e-06    13
4341  5.24e-02    2.36e-06   5.24e-02  -6.85e-06  -4.49e-06    13
4342  5.24e-02    2.36e-06   5.24e-02  -6.85e-06  -4.48e-06    13
4343  5.24e-02    2.36e-06   5.24e-02  -6.84e-06  -4.48e-06    13
4344  5.24e-02    2.36e-06   5.24e-02  -6.84e-06  -4.48e-06    13
4345  5.24e-02    2.36e-06   5.24e-02  -6.84e-06  -4.48e-06    13
4346  5.24e-02    2.36e-06   5.24e-02  -6.83e-06  -4.48e-06    13
4347  5.24e-02    2.36e-06   5.24e-02  -6.83e-06  -4.47e-06    13
4348  5.24e-02    2.36e-06   5.24e-02  -6.83e-06  -4.47e-06    13
4349  5.24e-02    2.36e-06   5.24e-02  -6.82e-06  -4.47e-06    13
4350  5.23e-02    2.35e-06   5.24e-02  -6.82e-06  -4.47e-06    13
4351  5.23e-02    2.35e-06   5.23e-02  -6.82e-06  -4.46e-06    13
4352  5.23e-02    2.35e-06   5.23e-02  -6.81e-06  -4.46e-06    13
4353  5.23e-02    2.35e-06   5.23e-02  -6.81e-06  -4.46e-06    13
4354  5.23e-02    2.35e-06   5.23e-02  -6.81e-06  -4.46e-06    13
4355  5.23e-02    2.35e-06   5.23e-02  -6.80e-06  -4.46e-06    13
4356  5.23e-02    2.35e-06   5.23e-02  -6.80e-06  -4.45e-06    13
4357  5.23e-02    2.35e-06   5.23e-02  -6.80e-06  -4.45e-06    13
4358  5.23e-02    2.34e-06   5.23e-02  -6.79e-06  -4.45e-06    13
4359  5.23e-02    2.34e-06   5.23e-02  -6.79e-06  -4.45e-06    13
4360  5.23e-02    2.34e-06   5.23e-02  -6.79e-06  -4.45e-06    13
4361  5.23e-02    2.34e-06   5.23e-02  -6.78e-06  -4.44e-06    13
4362  5.23e-02    2.34e-06   5.23e-02  -6.78e-06  -4.44e-06    13
4363  5.23e-02    2.34e-06   5.23e-02  -6.78e-06  -4.44e-06    13
4364  5.23e-02    2.34e-06   5.23e-02  -6.77e-06  -4.44e-06    13
4365  5.22e-02    2.34e-06   5.23e-02  -6.77e-06  -4.44e-06    13
4366  5.22e-02    2.33e-06   5.22e-02  -6.77e-06  -4.43e-06    13
4367  5.22e-02    2.33e-06   5.22e-02  -6.76e-06  -4.43e-06    13
4368  5.22e-02    2.33e-06   5.22e-02  -6.76e-06  -4.43e-06    13
4369  5.22e-02    2.33e-06   5.22e-02  -6.76e-06  -4.43e-06    13
4370  5.22e-02    2.33e-06   5.22e-02  -6.75e-06  -4.42e-06    13
4371  5.22e-02    2.33e-06   5.22e-02  -6.75e-06  -4.42e-06    13
4372  5.22e-02    2.33e-06   5.22e-02  -6.75e-06  -4.42e-06    13
4373  5.22e-02    2.33e-06   5.22e-02  -6.75e-06  -4.42e-06    13
4374  5.22e-02    2.33e-06   5.22e-02  -6.74e-06  -4.42e-06    13
4375  5.22e-02    2.32e-06   5.22e-02  -6.74e-06  -4.41e-06    13
4376  5.22e-02    2.32e-06   5.22e-02  -6.74e-06  -4.41e-06    13
4377  5.22e-02    2.32e-06   5.22e-02  -6.73e-06  -4.41e-06    13
4378  5.22e-02    2.32e-06   5.22e-02  -6.73e-06  -4.41e-06    13
4379  5.22e-02    2.32e-06   5.22e-02  -6.73e-06  -4.41e-06    13
4380  5.21e-02    2.32e-06   5.21e-02  -6.72e-06  -4.40e-06    13
4381  5.21e-02    2.32e-06   5.21e-02  -6.72e-06  -4.40e-06    13
4382  5.21e-02    2.32e-06   5.21e-02  -6.72e-06  -4.40e-06    13
4383  5.21e-02    2.31e-06   5.21e-02  -6.71e-06  -4.40e-06    13
4384  5.21e-02    2.31e-06   5.21e-02  -6.71e-06  -4.40e-06    13
4385  5.21e-02    2.31e-06   5.21e-02  -6.71e-06  -4.39e-06    13
4386  5.21e-02    2.31e-06   5.21e-02  -6.70e-06  -4.39e-06    13
4387  5.21e-02    2.31e-06   5.21e-02  -6.70e-06  -4.39e-06    13
4388  5.21e-02    2.31e-06   5.21e-02  -6.70e-06  -4.39e-06    13
4389  5.21e-02    2.31e-06   5.21e-02  -6.69e-06  -4.39e-06    13
4390  5.21e-02    2.31e-06   5.21e-02  -6.69e-06  -4.38e-06    13
4391  5.21e-02    2.31e-06   5.21e-02  -6.69e-06  -4.38e-06    13
4392  5.21e-02    2.30e-06   5.21e-02  -6.68e-06  -4.38e-06    13
4393  5.21e-02    2.30e-06   5.21e-02  -6.68e-06  -4.38e-06    13
4394  5.21e-02    2.30e-06   5.21e-02  -6.68e-06  -4.37e-06    13
4395  5.20e-02    2.30e-06   5.20e-02  -6.67e-06  -4.37e-06    13
4396  5.20e-02    2.30e-06   5.20e-02  -6.67e-06  -4.37e-06    13
4397  5.20e-02    2.30e-06   5.20e-02  -6.67e-06  -4.37e-06    13
4398  5.20e-02    2.30e-06   5.20e-02  -6.66e-06  -4.37e-06    13
4399  5.20e-02    2.30e-06   5.20e-02  -6.66e-06  -4.36e-06    13
4400  5.20e-02    2.29e-06   5.20e-02  -6.66e-06  -4.36e-06    13
4401  5.20e-02    2.29e-06   5.20e-02  -6.65e-06  -4.36e-06    13
4402  5.20e-02    2.29e-06   5.20e-02  -6.65e-06  -4.36e-06    13
4403  5.20e-02    2.29e-06   5.20e-02  -6.65e-06  -4.36e-06    13
4404  5.20e-02    2.29e-06   5.20e-02  -6.64e-06  -4.35e-06    13
4405  5.20e-02    2.29e-06   5.20e-02  -6.64e-06  -4.35e-06    13
4406  5.20e-02    2.29e-06   5.20e-02  -6.64e-06  -4.35e-06    13
4407  5.20e-02    2.29e-06   5.20e-02  -6.64e-06  -4.35e-06    13
4408  5.20e-02    2.29e-06   5.20e-02  -6.63e-06  -4.35e-06    13
4409  5.20e-02    2.28e-06   5.20e-02  -6.63e-06  -4.34e-06    13
4410  5.19e-02    2.28e-06   5.19e-02  -6.63e-06  -4.34e-06    13
4411  5.19e-02    2.28e-06   5.19e-02  -6.62e-06  -4.34e-06    13
4412  5.19e-02    2.28e-06   5.19e-02  -6.62e-06  -4.34e-06    13
4413  5.19e-02    2.28e-06   5.19e-02  -6.62e-06  -4.34e-06    13
4414  5.19e-02    2.28e-06   5.19e-02  -6.61e-06  -4.33e-06    13
4415  5.19e-02    2.28e-06   5.19e-02  -6.61e-06  -4.33e-06    13
4416  5.19e-02    2.28e-06   5.19e-02  -6.61e-06  -4.33e-06    13
4417  5.19e-02    2.28e-06   5.19e-02  -6.60e-06  -4.33e-06    13
4418  5.19e-02    2.27e-06   5.19e-02  -6.60e-06  -4.33e-06    13
4419  5.19e-02    2.27e-06   5.19e-02  -6.60e-06  -4.32e-06    13
4420  5.19e-02    2.27e-06   5.19e-02  -6.59e-06  -4.32e-06    13
4421  5.19e-02    2.27e-06   5.19e-02  -6.59e-06  -4.32e-06    13
4422  5.19e-02    2.27e-06   5.19e-02  -6.59e-06  -4.32e-06    13
4423  5.19e-02    2.27e-06   5.19e-02  -6.58e-06  -4.32e-06    13
4424  5.19e-02    2.27e-06   5.19e-02  -6.58e-06  -4.31e-06    13
4425  5.18e-02    2.27e-06   5.18e-02  -6.58e-06  -4.31e-06    13
4426  5.18e-02    2.27e-06   5.18e-02  -6.58e-06  -4.31e-06    13
4427  5.18e-02    2.26e-06   5.18e-02  -6.57e-06  -4.31e-06    13
4428  5.18e-02    2.26e-06   5.18e-02  -6.57e-06  -4.31e-06    13
4429  5.18e-02    2.26e-06   5.18e-02  -6.57e-06  -4.30e-06    13
4430  5.18e-02    2.26e-06   5.18e-02  -6.56e-06  -4.30e-06    13
4431  5.18e-02    2.26e-06   5.18e-02  -6.56e-06  -4.30e-06    13
4432  5.18e-02    2.26e-06   5.18e-02  -6.56e-06  -4.30e-06    13
4433  5.18e-02    2.26e-06   5.18e-02  -6.55e-06  -4.30e-06    13
4434  5.18e-02    2.26e-06   5.18e-02  -6.55e-06  -4.29e-06    13
4435  5.18e-02    2.26e-06   5.18e-02  -6.55e-06  -4.29e-06    13
4436  5.18e-02    2.25e-06   5.18e-02  -6.54e-06  -4.29e-06    13
4437  5.18e-02    2.25e-06   5.18e-02  -6.54e-06  -4.29e-06    13
4438  5.18e-02    2.25e-06   5.18e-02  -6.54e-06  -4.29e-06    13
4439  5.18e-02    2.25e-06   5.18e-02  -6.53e-06  -4.28e-06    13
4440  5.17e-02    2.25e-06   5.18e-02  -6.53e-06  -4.28e-06    13
4441  5.17e-02    2.25e-06   5.17e-02  -6.53e-06  -4.28e-06    13
4442  5.17e-02    2.25e-06   5.17e-02  -6.53e-06  -4.28e-06    13
4443  5.17e-02    2.25e-06   5.17e-02  -6.52e-06  -4.28e-06    13
4444  5.17e-02    2.24e-06   5.17e-02  -6.52e-06  -4.27e-06    13
4445  5.17e-02    2.24e-06   5.17e-02  -6.52e-06  -4.27e-06    13
4446  5.17e-02    2.24e-06   5.17e-02  -6.51e-06  -4.27e-06    13
4447  5.17e-02    2.24e-06   5.17e-02  -6.51e-06  -4.27e-06    13
4448  5.17e-02    2.24e-06   5.17e-02  -6.51e-06  -4.27e-06    13
4449  5.17e-02    2.24e-06   5.17e-02  -6.50e-06  -4.26e-06    13
4450  5.17e-02    2.24e-06   5.17e-02  -6.50e-06  -4.26e-06    13
4451  5.17e-02    2.24e-06   5.17e-02  -6.50e-06  -4.26e-06    13
4452  5.17e-02    2.24e-06   5.17e-02  -6.49e-06  -4.26e-06    13
4453  5.17e-02    2.23e-06   5.17e-02  -6.49e-06  -4.26e-06    13
4454  5.17e-02    2.23e-06   5.17e-02  -6.49e-06  -4.25e-06    13
4455  5.17e-02    2.23e-06   5.17e-02  -6.49e-06  -4.25e-06    13
4456  5.16e-02    2.23e-06   5.16e-02  -6.48e-06  -4.25e-06    13
4457  5.16e-02    2.23e-06   5.16e-02  -6.48e-06  -4.25e-06    13
4458  5.16e-02    2.23e-06   5.16e-02  -6.48e-06  -4.25e-06    13
4459  5.16e-02    2.23e-06   5.16e-02  -6.47e-06  -4.24e-06    13
